"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"6624",129.67265307985,2.39547207171305,0.587019561765073,4.08073636338498,4.48932515325544e-05,0.00468635283670015
"21316",68.9797356638314,3.44567197005715,0.844413006178376,4.0805529342229,4.4928695821155e-05,0.00468635283670015
"17948",494.579345828362,3.32866179572525,0.817071783036607,4.07389150480077,4.62340264829272e-05,0.00479671843740786
"19138",91.8085963383973,2.18291521673004,0.536073675253349,4.07204329833654,4.66025134660321e-05,0.00480700644687916
"19677",22.3085343212999,4.57067511744026,1.12339180991286,4.06863845464103,4.7288658025663e-05,0.00480700644687916
"2963",188.616893820654,-1.84794951764312,0.454261142480087,-4.06803343899072,4.74115787710728e-05,0.00480700644687916
"3068",175.986113200276,-1.83439817468836,0.450982437343697,-4.06756011496376,4.75079549401634e-05,0.00480700644687916
"17795",127.93738098832,-1.04648659351505,0.257296123569431,-4.06724586051783,4.75720446266068e-05,0.00480700644687916
"22818",46.0393264314496,-6.89520184481309,1.6983790908447,-4.05987207566463,4.90996088400596e-05,0.00492695451164013
"16403",280.981155668107,1.9260917599354,0.474514679391792,4.05907729220131,4.92670055800311e-05,0.00492695451164013
"15469",280.55646225135,1.16597503766612,0.287384034015329,4.05720186113028,4.96641546089484e-05,0.00494120135163183
"9761",118.793272050006,-2.12293750689947,0.523504984005052,-4.05523838695485,5.0083198758354e-05,0.00495747009750422
"3322",265.442055147886,3.91274187889642,0.965581245010466,4.0522140411437,5.07352165080182e-05,0.00499651743894447
"8146",359.234781917429,1.56041127153788,0.385333691703634,4.04950645410476,5.13257624214596e-05,0.00501610719433265
"21042",707.89802348887,2.90469047911217,0.717396174421565,4.04893499948506,5.14512309505798e-05,0.00501610719433265
"20459",719.953694715908,2.11439410034732,0.522371222236566,4.04768488450494,5.1726720321097e-05,0.00501775050474801
"20470",227.280744218073,3.1734803848323,0.785814859697104,4.03845809947591,5.38037015109596e-05,0.0051736223616052
"13768",14.4092323071844,6.72545286250623,1.66546523738212,4.03818267205488,5.38668994919978e-05,0.0051736223616052
"21760",394.655966243518,1.30986568737606,0.324687887018612,4.03423022461254,5.47815873828938e-05,0.00521882991912162
"5261",308.50067427236,3.19243688751122,0.791571697238904,4.03303566644287,5.50609188492583e-05,0.00521882991912162
"22028",11.7352194886806,-3.75609534055462,0.931414417442087,-4.03267897749518,5.51445870532412e-05,0.00521882991912162
"2305",15.4926250640632,-1.80363218271559,0.44743723689509,-4.0310283409391,5.55333461944749e-05,0.00523010897824761
"12737",127.825707049608,2.25735560937618,0.560163093961163,4.02981851841294,5.58199318031122e-05,0.00523170288363372
"13542",13.9001941099171,-2.5378166398777,0.631590130332382,-4.01813853320054,5.86597084537815e-05,0.00547142790246065
"5510",72.0760016395414,-1.46767844915634,0.365846895142398,-4.01172859095901,6.02757736717047e-05,0.00557609586986932
"20597",176.393924523309,3.38782305843907,0.844546286267044,4.01141194216068,6.03566894836636e-05,0.00557609586986932
"22319",2301.49704946503,0.404625992045367,0.100928549316565,4.00903406206948,6.09676228325828e-05,0.00560584289372009
"8027",74.9394471979513,-2.10757611307168,0.527778654791499,-3.99329547327807,6.51612861945954e-05,0.00596317978047804
"23900",57.6269397357259,2.79061262205646,0.699392158441106,3.99005420403416,6.60581972762776e-05,0.00600165036768472
"5644",122.920763522788,3.14305799351083,0.787823814020852,3.98954428334612,6.62003597074651e-05,0.00600165036768472
"19655",3059.00116206451,1.85622422010726,0.466045272265534,3.98292683258818,6.80717176631155e-05,0.00614260183433537
"16641",1163.05326055926,4.70410042006338,1.18273106438987,3.9773204253243,6.96962198307173e-05,0.00625706508725712
"839",202.120876192817,-2.52551171123765,0.635135382957201,-3.97633603638774,6.99852133361577e-05,0.00625706508725712
"18225",299.296751571205,1.05460570000664,0.265501005556552,3.97213448512535,7.12314840457661e-05,0.00633927533014637
"9972",119.189944832771,1.63336031771585,0.411381847720477,3.97042389392365,7.17448715086742e-05,0.00635580937050131
"15923",149.126153835288,1.73329260719909,0.436790784845217,3.96824444868567,7.24040442393058e-05,0.00637152103794336
"11286",376.739778769031,-1.7854137085292,0.449990591501102,-3.96766897408526,7.2579050017292e-05,0.00637152103794336
"17753",152.347357536101,4.28077154798327,1.07961061995707,3.96510692730447,7.33630531449586e-05,0.00640261570683258
"5178",37.5049881131603,3.75084517544455,0.946358851536212,3.96344913914616,7.38746080941554e-05,0.00640261570683258
"7466",147.179693947976,4.01997839103225,1.0143028769306,3.96329191453857,7.39232987129786e-05,0.00640261570683258
"21832",104.440728382281,-2.38793210391412,0.602905357444632,-3.960708052148,7.47278515892756e-05,0.0064435335497046
"23697",93.8103315261572,-1.32507079282374,0.334670636686774,-3.95932791099298,7.51609803027361e-05,0.00645220433120966
"8964",528.243081525917,1.99592510723411,0.504903327851108,3.95308368381896,7.71504397317815e-05,0.00659381357372816
"12819",39.6084106361607,2.84734804042349,0.720606480319135,3.95132172439316,7.77207579537432e-05,0.00661342291693233
"10139",19.0903835974174,3.75843947932006,0.951532827059743,3.9498789452527,7.81907285735839e-05,0.00662435949806158
"22675",18.1836065206586,-3.02625072132739,0.767234434000516,-3.94436248846119,8.00125507659708e-05,0.00670641169717023
"9095",211.619064997371,2.48174133589257,0.629362247554443,3.94326374919381,8.03801717163603e-05,0.00670641169717023
"10956",50.2379181417693,-2.46453852542965,0.625016932731125,-3.94315481127912,8.0416707507146e-05,0.00670641169717023
"15296",1527.76804874587,3.28921523637716,0.834351989163208,3.94223934154697,8.07243602282912e-05,0.00670641169717023
